Referring page title,Referring page URL,Language,Platform,Referring page HTTP code,UR,Referring domains,Linked domains,External links,Page traffic,Keywords,Target URL,Target page HTTP code,Left context,Anchor,Right context,Type,Content,Nofollow,UGC,Sponsored,Rendered,Raw,First seen,Last seen,Author,Links in group
Integrations Overview | Scalekit Docs,https://docs.scalekit.com/integrations,,,200,4.3,0,1,1,0,0,https://docs.scalekit.com/integrations/social-connections/microsoft,200,,Microsoft MicrosoftAdd Microsoft Sign-in to your app,,image,false,false,false,false,false,true,2024-10-31 04:41:49,2025-04-06 14:01:25,,1
Scalekit Salesforce Sign-In Guide | Configure Social Authentication | Scalekit Docs,https://docs.scalekit.com/integrations/social-connections/salesforce,,,200,3.7,0,2,2,0,0,https://docs.scalekit.com/integrations/social-connections/microsoft,200,,Microsoft,,text,false,false,false,false,false,true,2024-11-14 20:47:35,2025-04-08 03:03:28,,19
"Comparing Social Login Providers: Features, Benefits, and Best Picks | Scalekit",https://www.scalekit.com/blog/comparing-social-login-providers,en,,200,1.2,1,7,7,0,9,https://docs.scalekit.com/integrations/social-connections/microsoft,200,"up Microsoft as a sign-in option, consult Scalekit's documentation on",Microsoft as Your Sign-In Option,.,text,true,false,false,false,true,true,2024-11-29 16:59:24,2025-04-07 06:18:31,,1
Integrations Overview | Scalekit Docs,https://docs.scalekit.com/integrations,,,200,4.3,0,1,1,0,0,https://docs.scalekit.com/integrations/social-connections/salesforce,200,,Salesforce SalesforceAdd Salesforce Sign-in,,image,false,false,false,false,false,true,2024-10-31 04:41:49,2025-04-06 14:01:25,,1
Configuring JumpCloud SAML for Single Sign-On | Scalekit Docs,https://docs.scalekit.com/integrations/jumpcloud-saml,en,,200,1.2,0,1,1,0,0,https://docs.scalekit.com/integrations/social-connections/salesforce,200,,Salesforce,,text,false,false,false,false,false,true,2024-11-03 03:21:47,2025-04-04 08:27:51,,19
Contact Us | Scalekit Docs,https://docs.scalekit.com/contact-us,,,200,0,0,2,2,0,0,https://docs.scalekit.com/manage-scalekit/glossary,200,,Glossary,,text,false,false,false,false,false,true,2025-02-23 10:13:59,2025-04-05 13:58:53,,4
,https://docs.scalekit.com/manage-scalekit/organization,,,301,1.7,0,0,0,0,0,https://docs.scalekit.com/manage-scalekit/organization/,200,,,,redirect,false,false,false,false,false,true,2024-08-13 14:47:34,2024-11-04 04:54:38,,2
Automated Role Assignment: Directory-Based Access Control | Scalekit Docs,https://docs.scalekit.com/scim/automatically-assign-roles,,,200,3.6,0,1,1,0,0,https://docs.scalekit.com/scim/admin-portal,200,,Admin Portal,,text,false,false,false,false,false,true,2024-11-20 21:00:30,2025-04-05 12:50:11,,27
SCIM Service Launch Checklist: Essential Steps for Production Deployment | Scalekit Docs,https://docs.scalekit.com/scim/checklist,en,,200,3.6,0,1,1,0,0,https://docs.scalekit.com/scim/automatically-assign-roles,200,,NextAutomated Role Assignment,,text,false,false,false,false,false,true,2024-11-20 21:20:42,2025-04-04 09:59:29,,1
Customizing the Admin Portal in Scalekit | Scalekit Docs,https://docs.scalekit.com/scim/domain-and-theme-customization,en,,200,5,0,3,4,0,0,https://docs.scalekit.com/scim/automatically-assign-roles,200,,PreviousAutomated Role Assignment,,text,false,false,false,false,false,true,2024-11-20 21:30:52,2025-04-04 12:15:55,,1
SCIM Protocol Guide: Understanding Identity Management Standards | Scalekit Docs,https://docs.scalekit.com/scim/scim-protocol,,,200,5,0,4,5,0,0,https://docs.scalekit.com/scim/automatically-assign-roles,200,,Automated Role Assignment,,text,false,false,false,false,false,true,2024-11-20 21:52:33,2025-04-05 23:32:11,,7
Automate role assignment workflows with Scalekit,https://www.scalekit.com/product-updates/automate-role-assignments-with-directory-groups,en,,200,0,0,5,5,0,0,https://docs.scalekit.com/scim/automatically-assign-roles,200,ðŸ“–,Follow our guide on role assignment,to automate roles,text,true,false,false,false,false,true,2025-02-27 04:03:20,2025-04-07 18:14:04,,1
Customizing the Admin Portal in Scalekit | Scalekit Docs,https://docs.scalekit.com/scim/domain-and-theme-customization,en,,200,5,0,3,4,0,0,https://docs.scalekit.com/scim/basics,200,,NextSCIM Provisioning: Overview,,text,false,false,false,false,false,true,2024-11-20 21:30:52,2025-04-04 12:15:55,,1
Scalekit SCIM Quickstart | Automate User Provisioning Seamlessly | Scalekit Docs,https://docs.scalekit.com/scim/quickstart,,,200,2.3,0,1,1,0,0,https://docs.scalekit.com/scim/basics,200,,SCIM Provisioning: Overview,,text,true,false,false,false,false,true,2024-11-20 18:04:08,2025-04-06 20:51:45,,7
SCIM Protocol Guide: Understanding Identity Management Standards | Scalekit Docs,https://docs.scalekit.com/scim/scim-protocol,,,200,5,0,4,5,0,0,https://docs.scalekit.com/scim/basics,200,,PreviousSCIM Provisioning: Overview,,text,false,false,false,false,false,true,2024-11-20 21:52:33,2025-04-05 23:32:11,,1
SCIM Admin Portal: Configure User Provisioning with Scalekit | Scalekit Docs,https://docs.scalekit.com/scim/admin-portal,en,,200,3.2,0,1,1,0,0,https://docs.scalekit.com/scim/checklist,200,,NextLaunch Checklist,,text,false,false,false,false,false,true,2024-11-20 20:48:19,2025-04-04 09:28:03,,2
Automated Role Assignment: Directory-Based Access Control | Scalekit Docs,https://docs.scalekit.com/scim/automatically-assign-roles,,,200,3.6,0,1,1,0,0,https://docs.scalekit.com/scim/checklist,200,,PreviousLaunch Checklist,,text,false,false,false,false,false,true,2024-11-20 21:00:30,2025-04-05 12:50:11,,2
SCIM Service Launch Checklist: Essential Steps for Production Deployment | Scalekit Docs,https://docs.scalekit.com/scim/checklist,en,,200,3.6,0,1,1,0,0,https://docs.scalekit.com/scim/checklist,200,,Launch Checklist,,text,false,false,false,false,false,true,2024-11-20 21:20:42,2025-04-04 09:59:29,,24
SCIM Admin Portal: Configure User Provisioning with Scalekit | Scalekit Docs,https://docs.scalekit.com/scim/admin-portal,en,,200,3.2,0,1,1,0,0,https://docs.scalekit.com/scim/domain-and-theme-customization,200,to match your brand's logo and colors. Refer to the,Customize Admin Portal Guide,for more information.,text,true,false,false,false,false,true,2024-11-20 20:48:19,2025-04-04 09:28:03,,2
Automated Role Assignment: Directory-Based Access Control | Scalekit Docs,https://docs.scalekit.com/scim/automatically-assign-roles,,,200,3.6,0,1,1,0,0,https://docs.scalekit.com/scim/domain-and-theme-customization,200,,NextCustomize Admin Portal,,text,false,false,false,false,false,true,2024-11-20 21:00:30,2025-04-05 12:50:11,,2
Understanding SCIM Provisioning: Core Concepts and Benefits | Scalekit Docs,https://docs.scalekit.com/scim/basics,en,,200,3.7,0,1,1,0,0,https://docs.scalekit.com/scim/domain-and-theme-customization,200,,PreviousCustomize Admin Portal,,text,false,false,false,false,false,true,2024-11-20 21:10:25,2025-04-04 14:38:17,,2
SCIM Service Launch Checklist: Essential Steps for Production Deployment | Scalekit Docs,https://docs.scalekit.com/scim/checklist,en,,200,3.6,0,1,1,0,0,https://docs.scalekit.com/scim/domain-and-theme-customization,200,file post CNAME configuration. Read,customizing the admin portal,on how to match your brand.,text,true,false,false,false,false,true,2024-11-20 21:20:42,2025-04-04 09:59:29,,1
Customizing the Admin Portal in Scalekit | Scalekit Docs,https://docs.scalekit.com/scim/domain-and-theme-customization,en,,200,5,0,3,4,0,0,https://docs.scalekit.com/scim/domain-and-theme-customization,200,,Customize Admin Portal,,text,true,false,false,false,false,true,2024-11-20 21:30:52,2025-04-04 12:15:55,,20
Scalekit Custom Domains: Branded authentication flows,https://www.scalekit.com/product-updates/custom-domains-available-on-all-plans,en,,200,0,0,5,5,0,0,https://docs.scalekit.com/scim/domain-and-theme-customization,200,ðŸ“–Read moreabout,Admin Portal customizations,.,text,true,false,false,false,false,true,2025-02-28 14:46:23,2025-04-08 04:52:46,,1
SCIM Admin Portal: Configure User Provisioning with Scalekit | Scalekit Docs,https://docs.scalekit.com/scim/admin-portal,en,,200,3.2,0,1,1,0,0,https://docs.scalekit.com/scim/explore-sample-apps,200,,PreviousSample Apps,,text,false,false,false,false,false,true,2024-11-20 20:48:19,2025-04-04 09:28:03,,1
SCIM Service Launch Checklist: Essential Steps for Production Deployment | Scalekit Docs,https://docs.scalekit.com/scim/checklist,en,,200,3.6,0,1,1,0,0,https://docs.scalekit.com/scim/explore-sample-apps,200,,Sample Apps,,text,false,false,false,false,false,true,2024-11-20 21:20:42,2025-04-04 09:59:29,,7
Scalekit SCIM Quickstart | Automate User Provisioning Seamlessly | Scalekit Docs,https://docs.scalekit.com/scim/quickstart,,,200,2.3,0,1,1,0,0,https://docs.scalekit.com/scim/explore-sample-apps,200,,NextSample Apps,,text,true,false,false,false,false,true,2024-11-20 18:04:08,2025-04-06 20:51:45,,1
Scalekit Documentation | Enterprise Authentication Integration Guide | Scalekit Docs,https://docs.scalekit.com/,,,200,1.4,3,2,2,0,0,https://docs.scalekit.com/scim/quickstart,200,,SCIM Quickstart ->,,text,true,false,false,false,false,true,2024-11-23 21:26:25,2025-04-05 02:39:14,,1
Microsoft Entra ID | Scalekit Docs,https://docs.scalekit.com/integrations/azure-scim,,,200,5,0,1,1,0,3,https://docs.scalekit.com/scim/quickstart,200,Single Sign-on,SCIM Provisioning,SDKs API Integrations,text,false,false,false,false,false,true,2024-11-20 16:49:02,2025-04-08 07:29:15,,52
SCIM Integration Examples: Sample Applications and Code Samples | Scalekit Docs,https://docs.scalekit.com/scim/explore-sample-apps,en,,200,3.2,0,2,3,0,0,https://docs.scalekit.com/scim/quickstart,200,,PreviousSCIM Quickstart,,text,false,false,false,false,false,true,2024-11-20 21:41:55,2025-04-04 12:40:21,,1
User lifecycle management with Scalekit | Scalekit blog,https://www.scalekit.com/blog/user-lifecycle-management-after-scalekit,en,,200,0,0,4,4,0,0,https://docs.scalekit.com/scim/quickstart,200,,SCIM Quickstart,,text,true,false,false,false,false,true,2025-02-28 14:25:20,2025-04-08 00:51:24,,1
Automate role assignment workflows with Scalekit,https://www.scalekit.com/product-updates/automate-role-assignments-with-directory-groups,en,,200,0,0,5,5,0,0,https://docs.scalekit.com/scim/quickstart,200,"To configure endpoints and manage subscriptions, explore",Scalekit documentation on SCIM,.,text,true,false,false,false,false,true,2025-02-27 04:03:20,2025-04-07 18:14:04,,1
Automate SCIM provisioning with Scalekit,https://www.scalekit.com/product-updates/scim-provisioning-across-directories,en,,200,0,0,4,4,0,0,https://docs.scalekit.com/scim/quickstart,200,ðŸ‘‰ Explore our,Quickstart Guide,for step-by-step instructions,text,true,false,false,false,false,true,2025-02-27 04:20:54,2025-04-07 22:10:14,,1
Scalekit SCIM Provisioning: Automated user lifecycle management for enterprise,https://www.scalekit.com/scim-provisioning,en,,200,0.4,0,4,4,0,2,https://docs.scalekit.com/scim/quickstart,200,,Quickstart SCIM,,text,false,false,false,false,false,true,2025-01-17 19:17:25,2025-04-06 04:16:41,,1
Streamline Directory Integrations with Scalekitâ€™s SCIM Solution,https://www.scalekit.com/scim/directory-integrations,en,,200,0,0,4,4,0,0,https://docs.scalekit.com/scim/quickstart,200,,Explore docs,,text,false,false,false,false,false,true,2025-03-01 18:47:29,2025-04-08 06:09:07,,1
Effortless SCIM User Provisioning with Scalekit | Automate Identity Management,https://www.scalekit.com/scim/user-provisioning,en,,200,0,0,4,4,0,0,https://docs.scalekit.com/scim/quickstart,200,,Quickstart,,text,false,false,false,false,false,true,2025-03-01 20:04:00,2025-04-08 06:59:20,,1
Automated Role Assignment: Directory-Based Access Control | Scalekit Docs,https://docs.scalekit.com/scim/automatically-assign-roles,,,200,3.6,0,1,1,0,0,https://docs.scalekit.com/scim/scim-protocol,200,,SCIM Protocol: Technical Details,,text,false,false,false,false,false,true,2024-11-20 21:00:30,2025-04-05 12:50:11,,7
Understanding SCIM Provisioning: Core Concepts and Benefits | Scalekit Docs,https://docs.scalekit.com/scim/basics,en,,200,3.7,0,1,1,0,0,https://docs.scalekit.com/scim/scim-protocol,200,,NextSCIM Protocol: Technical Details,,text,false,false,false,false,false,true,2024-11-20 21:10:25,2025-04-04 14:38:17,,1
Webhook Implementation Guide: Best Practices for SCIM Integration | Scalekit Docs,https://docs.scalekit.com/scim/webhooks,en,,200,1.5,0,1,1,0,0,https://docs.scalekit.com/scim/scim-protocol,200,,PreviousSCIM Protocol: Technical Details,,text,false,false,false,false,false,true,2024-11-26 19:02:05,2025-04-04 08:13:13,,1
Customizing the Admin Portal in Scalekit | Scalekit Docs,https://docs.scalekit.com/scim/domain-and-theme-customization,en,,200,5,0,3,4,0,0,https://docs.scalekit.com/scim/webhooks,200,,Webhook Best Practices,,text,false,false,false,false,false,true,2024-11-20 21:30:52,2025-04-04 12:15:55,,8
SCIM Protocol Guide: Understanding Identity Management Standards | Scalekit Docs,https://docs.scalekit.com/scim/scim-protocol,,,200,5,0,4,5,0,0,https://docs.scalekit.com/scim/webhooks,200,,NextWebhook Best Practices,,text,false,false,false,false,false,true,2024-11-20 21:52:33,2025-04-05 23:32:11,,1
SCIM Protocol Guide: Understanding Identity Management Standards | Scalekit Docs,https://docs.scalekit.com/scim/scim-protocol,,,200,5,0,4,5,0,0,https://docs.scalekit.com/sdks,200,Single Sign-on SCIM Provisioning,SDKs,API Integrations,text,false,false,false,false,false,true,2024-11-20 21:52:33,2025-04-05 23:32:11,,54
Scalekit SDKs: Official Libraries for Easy API Integration | Scalekit Docs,https://docs.scalekit.com/sdks,,,200,1.5,0,3,10,0,0,https://docs.scalekit.com/sso/domain-and-theme-customization,200,,Custom Domains,,text,false,false,false,false,false,true,2024-07-31 16:58:28,2025-04-07 19:17:16,,4
Scalekit SSO Testing with Okta | Validate Integration Scenarios | Scalekit Docs,https://docs.scalekit.com/sso/guides/test-your-integration/using-okta,,,200,2.3,0,2,2,0,0,https://docs.scalekit.com/sso/domain-and-theme-customization,200,You can,customize the admin portal,and theme it according to your application's brand guidelines to,text,true,false,false,false,false,true,2024-08-01 01:28:49,2025-04-03 14:41:03,,1
Integrate Scalekit with Firebase for Seamless Single Sign-on Authentication | Scalekit Docs,https://docs.scalekit.com/sso/guides/integrate-with-your-auth-system/firebase,en,,200,6,0,4,4,0,0,https://docs.scalekit.com/sso/guides/integrate-with-your-auth-system/auth0,200,,PreviousIntegrate with Auth0,,text,false,false,false,false,false,true,2024-07-31 23:25:25,2025-04-04 09:12:56,,1
Implement IdP-Initiated SSO with Scalekit | Secure Authentication Guide | Scalekit Docs,https://docs.scalekit.com/sso/guides/setup-sso/implement-idp-initiated-sso,,,200,5,0,1,1,0,0,https://docs.scalekit.com/sso/guides/integrate-with-your-auth-system/auth0,200,,Integrate with Auth0,,text,false,false,false,false,false,true,2024-08-01 01:18:08,2025-04-03 15:23:17,,17
Scalekit SSO Testing with Okta | Validate Integration Scenarios | Scalekit Docs,https://docs.scalekit.com/sso/guides/test-your-integration/using-okta,,,200,2.3,0,2,2,0,0,https://docs.scalekit.com/sso/guides/integrate-with-your-auth-system/auth0,200,,NextIntegrate with Auth0,,text,false,false,false,false,false,true,2024-08-01 01:28:49,2025-04-03 14:41:03,,1
Enhance Auth0 with SSO Integration Using Scalekit for B2B SaaS,https://www.scalekit.com/product-updates/enhance-auth0-identity-management-with-single-sign-on,en,,200,1.8,0,4,4,0,5,https://docs.scalekit.com/sso/guides/integrate-with-your-auth-system/auth0,200,the detailed documentation on integrating your Auth0 account with Scalekit,here,". Further, if you have any questions, feel free to",text,true,false,false,false,false,true,2024-10-01 19:55:05,2025-04-05 02:43:20,,1
Integrating Scalekit with Auth0 for Seamless Single Sign-on Authentication | Scalekit Docs,https://docs.scalekit.com/sso/guides/integrate-with-your-auth-system/auth0,,,200,5,0,2,5,0,0,https://docs.scalekit.com/sso/guides/integrate-with-your-auth-system/firebase,200,,NextIntegrate with Firebase,,text,false,false,false,false,false,true,2024-07-31 23:10:20,2025-04-04 10:51:38,,1
Scalekit User Profile Normalization | Simplify SSO Integration | Scalekit Docs,https://docs.scalekit.com/sso/guides/key-concepts/user-profile,,,200,6,0,1,1,0,0,https://docs.scalekit.com/sso/guides/integrate-with-your-auth-system/firebase,200,,Integrate with Firebase,,text,false,false,false,false,false,true,2024-08-01 00:21:49,2025-04-04 16:48:30,,18
Scalekit Redirect URI Guide | Configure Authentication Endpoints | Scalekit Docs,https://docs.scalekit.com/sso/guides/key-concepts/redirect-uri,,,200,6,0,2,2,0,0,https://docs.scalekit.com/sso/guides/key-concepts/authorization-url,200,,PreviousAuthorization URL,,text,false,false,false,false,false,true,2024-08-01 00:10:58,2025-04-04 13:52:28,,1
Scalekit Custom User Attributes | Enhance SSO with Personalized Data | Scalekit Docs,https://docs.scalekit.com/sso/guides/setup-sso/customize-user-attributes,,,200,3,0,2,3,0,0,https://docs.scalekit.com/sso/guides/key-concepts/authorization-url,200,,Authorization URL,,text,false,false,false,false,false,true,2024-08-01 00:44:12,2025-04-03 15:08:57,,17
Scalekit Social Login Integration | Simplify User Authentication | Scalekit Docs,https://docs.scalekit.com/sso/social-login,,,200,4.9,0,1,1,0,0,https://docs.scalekit.com/sso/guides/key-concepts/authorization-url,200,See our,Authorization URL Parameters Guide,for a full list of accepted parameters.,text,true,false,false,false,false,true,2024-08-01 02:11:53,2025-04-07 23:23:14,,1
Implementing User authentication with Google Sign-in | Scalekit,https://www.scalekit.com/blog/implement-secure-authentication-using-google-sign-in,en,,200,1.1,1,6,7,0,2,https://docs.scalekit.com/sso/guides/key-concepts/authorization-url,200,"a complete list ofAuthorization URL parametersyou can pass, refer to",the Authorization URL Parameters Guide,.,text,true,false,false,false,true,true,2024-09-30 22:55:38,2025-04-07 01:45:07,,1
Integrating Scalekit with Auth0 for Seamless Single Sign-on Authentication | Scalekit Docs,https://docs.scalekit.com/sso/guides/integrate-with-your-auth-system/auth0,,,200,5,0,2,5,0,0,https://docs.scalekit.com/sso/guides/key-concepts/idtoken-claims,200,,ID Token Claims,,text,false,false,false,false,false,true,2024-07-31 23:10:20,2025-04-04 10:51:38,,17
Scalekit Redirect URI Guide | Configure Authentication Endpoints | Scalekit Docs,https://docs.scalekit.com/sso/guides/key-concepts/redirect-uri,,,200,6,0,2,2,0,0,https://docs.scalekit.com/sso/guides/key-concepts/idtoken-claims,200,,NextID Token Claims,,text,false,false,false,false,false,true,2024-08-01 00:10:58,2025-04-04 13:52:28,,1
Scalekit User Profile Normalization | Simplify SSO Integration | Scalekit Docs,https://docs.scalekit.com/sso/guides/key-concepts/user-profile,,,200,6,0,1,1,0,0,https://docs.scalekit.com/sso/guides/key-concepts/idtoken-claims,200,,PreviousID Token Claims,,text,false,false,false,false,false,true,2024-08-01 00:21:49,2025-04-04 16:48:30,,1
SCIM Service Launch Checklist: Essential Steps for Production Deployment | Scalekit Docs,https://docs.scalekit.com/scim/checklist,en,,200,3.6,0,1,1,0,0,https://docs.scalekit.com/sso/guides/key-concepts/manage-client-secrets,200,application. Secure it with the utmost care. Go through our,best practices guide,to learn how to manage the client secrets safely and,text,true,false,false,false,false,true,2024-11-20 21:20:42,2025-04-04 09:59:29,,1
Scalekit User Profile Normalization | Simplify SSO Integration | Scalekit Docs,https://docs.scalekit.com/sso/guides/key-concepts/user-profile,,,200,6,0,1,1,0,0,https://docs.scalekit.com/sso/guides/key-concepts/manage-client-secrets,200,,NextManage Client Secrets,,text,false,false,false,false,false,true,2024-08-01 00:21:49,2025-04-04 16:48:30,,1
Scalekit SSO Launch Checklist | Ensure Production-Ready Integration | Scalekit Docs,https://docs.scalekit.com/sso/launch-checklist,,,200,4,0,1,1,0,0,https://docs.scalekit.com/sso/guides/key-concepts/manage-client-secrets,200,,Manage Client Secrets,,text,true,false,false,false,false,true,2024-08-01 01:39:05,2025-04-04 17:18:16,,17
Scalekit SSO Quickstart | Scalekit Docs,https://docs.scalekit.com/sso/quickstart,,,200,6,0,1,1,0,1,https://docs.scalekit.com/sso/guides/key-concepts/manage-client-secrets,200,regularly. See the,best practices for managing secrets,.,text,false,false,false,false,false,true,2024-08-01 02:00:31,2025-04-08 02:27:43,,1
Scalekit Authorization URL Guide | Configure SSO Authentication Flow | Scalekit Docs,https://docs.scalekit.com/sso/guides/key-concepts/authorization-url,en,,200,3.4,0,1,1,0,0,https://docs.scalekit.com/sso/guides/key-concepts/redirect-uri,200,,NextRedirect URI,,text,false,false,false,false,false,true,2024-07-31 23:37:39,2025-04-04 11:26:26,,1
Scalekit ID Token Claims | Understand User Authentication Details | Scalekit Docs,https://docs.scalekit.com/sso/guides/key-concepts/idtoken-claims,,,200,3.4,0,1,1,0,0,https://docs.scalekit.com/sso/guides/key-concepts/redirect-uri,200,,PreviousRedirect URI,,text,false,false,false,false,false,true,2024-07-31 23:48:26,2025-04-04 17:50:18,,1
Fetch User Attributes from Identity Provider | Scalekit Docs,https://docs.scalekit.com/sso/guides/setup-sso/handle-user-profile,en,,200,0.7,0,2,2,0,0,https://docs.scalekit.com/sso/guides/key-concepts/redirect-uri,200,Refer to the,Redirect URI,section for valid URIs,text,true,false,false,false,false,true,2024-08-01 01:07:02,2025-04-04 16:17:04,,1
Implement IdP-Initiated SSO with Scalekit | Secure Authentication Guide | Scalekit Docs,https://docs.scalekit.com/sso/guides/setup-sso/implement-idp-initiated-sso,,,200,5,0,1,1,0,0,https://docs.scalekit.com/sso/guides/key-concepts/redirect-uri,200,,Redirect URI,,text,false,false,false,false,false,true,2024-08-01 01:18:08,2025-04-03 15:23:17,,16
Scalekit SSO Launch Checklist | Ensure Production-Ready Integration | Scalekit Docs,https://docs.scalekit.com/sso/launch-checklist,,,200,4,0,1,1,0,0,https://docs.scalekit.com/sso/guides/key-concepts/redirect-uri,200,"the correct endpoints. For guidelines on valid configurations, visit our",Redirect URI configuration guide,.,text,true,false,false,false,false,true,2024-08-01 01:39:05,2025-04-04 17:18:16,,1
